season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list
2013,ARI,REG,16,363,574,4291,24,22,41,-289,6,3,5284,1756,205,10.8170309940193,3.80509449069611,0,422,1540,12,7,4,85,-48.2961461236873,1,363,562,4291,24,3,2,5284,1756,205,74.711271189703,0,0,758,28,128,87,426,11,47,337,115,20,251,102,4,4,2,18,10,11,10,10,1,97,744,52,34,198,27,540,30,36,5,1,52,0.833333333333333,0,9,7,11,3,0,0,1,1,1,2,0,30;47;23;43;33;42;27;42;50;49;52;22;39;38;35;21;21;32;48;50;21;25;25;47;41;39;46;26;49;43,50;50;25;37;43,28,1106,205,28,37,37,0,0,1,1,1,0,0,41
2013,ATL,REG,16,445,659,4541,26,17,44,-298,3,3,4468,2138,227,38.2841511390389,2.84311727701145,1,321,1247,11,1,1,67,-23.9087150225719,0,445,649,4541,26,8,5,4468,2138,227,103.052270622757,1,0,652,47,323,58,256,13,32,231,59,10,176,58,2,3,0,0,4,6,11,12,1,91,788,52,30,250,27,659,24,27,3,0,53,0.888888888888889,0,9,7,5,3,0,0,0,1,0,2,0,23;38;52;20;33;23;45;25;23;24;30;28;53;46;49;39;24;49;36;20;51;35;42;37,35;52;52,,845,139,0,39,39,0,0,1,1,1,0,0,36
2013,BAL,REG,16,363,619,3914,19,23,48,-324,8,2,5781,1754,189,-43.7803233197072,-1.57097857111235,2,423,1328,7,2,2,72,-87.0824772733226,1,363,614,3914,19,1,0,5781,1751,189,29.9599961189824,2,2,639,42,370,75,331,14,40,257,84,16,160,98,1,1,0,0,9,10,7,7,0,112,942,62,43,609,44,1163,38,41,3,0,61,0.926829268292683,0,10,12,10,5,1,0,0,1,1,1,0,25;30;28;45;43;35;24;42;50;25;44;23;46;38;32;51;36;46;52;21;30;26;33;53;43;34;38;45;48;29;24;32;49;53;61;38;22;34,50;44;37,,1428,131,0,26,26,0,0,1,1,1,0,0,46
2013,BUF,REG,16,299,522,3373,16,15,48,-270,7,4,4506,1508,149,-69.3141079793909,-3.70989333917181,2,546,2307,15,12,3,120,-8.89458906278338,0,299,519,3373,16,5,4,4506,1508,149,-7.4241459263136,2,0,604,189,377,85,452,12,57,395,99,23,289,91,2,7,0,0,17,19,6,6,1,110,952,46,39,243,23,469,33,36,3,0,55,0.916666666666667,0,13,6,10,4,0,0,0,0,1,2,0,55;20;48;37;23;43;26;27;27;22;52;51;39;20;31;37;26;30;20;40;42;43;29;40;46;42;40;45;21;22;26;51;37,42;50;54,,1158,146,0,32,32,0,0,1,1,1,0,0,31
2013,CAR,REG,16,292,473,3379,24,13,43,-336,1,1,4238,1613,170,33.1253804500164,0.851617204683491,0,483,2026,14,4,1,125,7.88918881181881,0,292,467,3379,24,3,1,4238,1613,170,104.583897948661,0,0,643,35,293,90,480,11,59,409,105,20,234,67,4,3,0,0,5,7,10,10,0,80,671,51,30,316,28,612,24,27,2,1,55,0.888888888888889,0,9,4,5,6,0,0,0,0,2,0,0,27;25;39;53;22;51;37;31;50;29;55;20;53;43;52;46;23;22;45;24;35;22;40;40,48;49,35,884,97,35,42,42,0,0,1,0,0,0,0,
2013,CHI,REG,16,373,579,4450,32,13,30,-169,6,4,5030,1763,215,97.9972802333288,4.83014828541823,4,404,1828,13,4,2,107,-6.60068800132037,1,373,570,4450,32,5,3,5030,1763,215,152.612043032113,4,1,712,27,227,64,276,19,31,189,48,19,428,62,5,1,0,0,11,12,9,9,1,85,708,68,18,256,70,1614,26,29,3,0,58,0.896551724137931,0,11,6,6,3,0,0,0,1,1,0,1,58;20;47;32;34;28;25;27;40;52;47;49;24;27;25;32;20;46;38;30;40;27;34;23;23;50,34;66;47,,898,147,0,45,46,0,1,0.978260869565217,1,1,0,0,38
2013,CIN,REG,16,364,587,4318,33,20,29,-182,3,3,5023,2080,205,68.7393748770151,1.13979011981024,0,481,1755,14,7,3,107,-29.8071001706813,0,364,576,4318,33,6,4,5023,2080,205,112.11216771154,0,1,655,51,333,57,270,13,43,279,105,20,200,96,4,3,0,40,9,11,11,11,2,102,1000,60,47,424,39,980,18,22,4,0,54,0.818181818181818,0,2,6,7,3,0,0,0,1,2,1,0,41;25;25;43;39;50;46;43;48;54;31;54;32;41;38;46;39;38,52;34;47;42,,733,175,0,52,53,0,1,0.981132075471698,2,2,0,0,43;54
2013,CLE,REG,16,379,681,4372,26,20,49,-325,9,4,5651,1991,201,-62.815684053828,-3.82747896717268,1,348,1383,4,2,2,80,-13.7958375660174,0,379,670,4372,26,2,1,5651,1975,201,22.4040142139476,1,1,673,21,375,64,249,8,40,185,83,14,274,84,3,3,0,0,6,7,7,7,1,104,920,78,38,418,40,931,21,26,4,1,51,0.807692307692308,0,7,5,7,2,0,0,0,1,1,2,0,39;21;51;38;51;30;24;44;40;46;44;44;22;20;28;49;43;37;35;27;21,37;46;53;58,49,754,194,49,33,33,0,0,1,0,1,1,0,58
2013,DAL,REG,16,375,586,4226,33,12,35,-272,2,1,4673,2007,214,62.8588614870378,0.27811103339852,1,336,1504,12,5,1,84,4.27875623204974,0,375,580,4226,33,8,4,4673,2007,214,105.832058213214,1,1,726,66,254,67,332,13,34,246,64,15,257,66,2,2,0,2,9,12,13,13,3,102,867,56,31,386,45,1147,28,30,2,0,53,0.933333333333333,2,2,8,10,6,0,0,0,1,0,1,0,30;38;45;51;30;53;19;43;48;30;38;53;53;44;41;44;37;35;19;47;23;43;50;50;25;44;43;36,35;56,,1112,91,0,47,47,0,0,1,1,1,0,0,35
2013,DEN,REG,16,461,675,5572,55,10,20,-128,5,3,5263,2649,293,257.503965186225,6.24705233458265,0,461,1873,16,10,6,113,-22.8719382112218,0,461,670,5572,55,4,2,5263,2652,293,292.011511317933,0,3,691,51,241,88,351,16,41,290,92,17,141,97,1,9,0,17,9,11,9,9,1,117,1000,54,44,343,39,974,25,26,1,0,64,0.961538461538461,2,4,5,8,5,1,0,0,0,0,1,0,42;47;53;41;40;53;48;50;28;31;47;19;54;36;27;25;64;19;32;42;32;25;44;34;54,52,,987,52,0,75,75,0,0,1,1,1,0,0,28
