season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list
2007,ARI,REG,16,357,591,4220,32,24,24,-163,5,4,5048,1593,210,32.0686761419121,0.385072338354608,0,402,1450,9,14,2,83,-46.2659972306059,0,357,0,4220,32,7,5,5048,1588,210,313.775008537261,0,1,731,111,159,0,0,13,36,242,62,18,551,68,6,0,0,33,14,24,11,11,1,137,1130,63,42,395,74,1682,21,30,8,1,52,0.7,2,5,6,5,3,0,0,0,1,1,6,0,35;28;52;42;48;40;41;50;32;50;47;23;19;33;19;26;32;29;31;23;33,53;47;52;55;54;32;50;54,39,733,397,39,47,48,0,1,0.979166666666667,2,3,1,0,42;55;31
2007,ATL,REG,16,336,556,3573,18,16,46,-270,5,2,3849,1740,162,-83.2742172385417,-3.9611691368462,0,385,1520,7,5,3,81,-62.7154841663001,0,336,1,3573,18,4,3,3849,1740,162,239.095121882612,0,0,760,108,124,0,0,16,25,146,36,16,174,72,0,3,0,0,7,10,11,11,1,105,891,60,36,228,73,1781,26,34,7,1,47,0.764705882352941,0,9,12,5,0,0,0,1,0,4,2,0,45;24;25;28;22;36;46;32;28;47;38;33;21;33;27;36;47;34;30;41;33;23;21;30;37;32,44;43;26;53;48;50;48,42,849,312,42,25,25,0,0,1,0,0,0,0,
2007,BAL,REG,16,341,557,3308,13,14,39,-273,12,10,4444,1292,175,-64.5830338142187,1.51850728922669,0,446,1797,11,10,7,99,-50.8918879971869,0,341,0,3308,13,3,3,4444,1292,175,236.282640338208,0,3,617,176,248,0,0,11,32,187,65,17,212,92,1,6,0,53,9,11,6,6,0,106,858,77,35,338,65,1525,27,32,4,1,49,0.84375,1,11,7,8,0,0,0,0,0,4,0,0,36;23;28;43;21;28;43;46;21;29;26;32;49;43;42;23;31;36;34;41;47;29;27;39;18;28;31,46;46;41;44,50,894,177,50,26,26,0,0,1,1,1,0,0,46
2007,BUF,REG,16,263,445,2842,12,14,26,-208,5,1,3314,1414,141,-64.801868943197,-1.41894984773267,0,448,1800,8,5,3,98,-38.9142565836585,1,263,2,2842,12,4,3,3314,1414,141,174.699454768321,0,2,654,176,260,0,0,12,23,127,62,18,193,83,2,3,2,0,11,15,12,12,1,78,633,48,31,476,70,1448,24,27,3,0,52,0.888888888888889,0,11,7,4,2,0,0,0,0,2,1,0,24;46;24;29;26;35;41;30;40;23;21;29;38;34;52;38;43;24;33;36;51;29;23;22,45;54;46,,791,145,0,24,24,0,0,1,1,1,0,0,36
2007,CAR,REG,16,285,505,2918,19,17,33,-206,4,1,4143,1307,143,-35.9032516805527,-5.43910964504036,0,451,1824,7,7,4,91,-49.6598041014955,0,285,1,2934,19,7,4,4143,1285,143,210.406438397434,0,0,748,105,195,0,0,18,23,177,46,14,157,71,1,3,0,2,12,16,16,16,1,95,801,62,32,269,60,1146,24,28,4,0,53,0.857142857142857,2,6,8,6,2,0,0,0,1,3,0,0,34;32;45;49;23;35;52;33;43;24;45;29;31;26;45;29;19;49;39;53;37;37;25;19,47;45;40;37,,853,169,0,27,27,0,0,1,1,1,0,0,52
2007,CHI,REG,16,326,568,3698,18,21,43,-339,7,2,4612,1763,169,-62.4564217449071,-3.35314069221269,1,424,1333,8,12,6,82,-76.010768129221,0,326,0,3698,18,4,2,4612,1756,169,262.543566012409,1,7,762,135,183,0,0,24,42,251,70,16,235,65,1,9,1,55,14,19,17,17,0,111,839,58,44,651,67,1234,31,36,3,2,49,0.861111111111111,0,7,12,12,0,0,0,0,1,1,1,0,27;47;38;20;49;41;44;36;32;31;22;41;45;32;31;47;48;24;44;39;35;46;41;30;22;21;29;47;31;35;39,39;40;53,52;48,1114,132,100,33,33,0,0,1,1,1,0,0,39
2007,CIN,REG,16,373,575,4130,26,20,17,-119,4,1,5041,1742,214,59.2798137207152,5.33236372876039,0,416,1556,10,6,3,85,-34.0059333059237,1,373,0,4130,26,5,3,5041,1742,214,319.705976930637,0,2,685,74,316,0,0,16,21,117,73,19,220,82,1,0,1,19,9,11,15,15,2,90,670,59,27,131,73,1684,31,34,3,0,48,0.911764705882353,1,11,13,6,0,0,0,1,0,1,1,0,23;40;20;43;24;40;48;33;36;20;31;20;34;19;22;35;35;21;33;41;38;24;27;38;32;46;24;35;29;38;30,53;26;43,,979,122,0,37,38,0,1,0.973684210526316,0,0,0,0,
2007,CLE,REG,16,305,545,3865,29,20,20,-146,3,1,4294,1631,192,31.5191828027315,-2.14137023710829,2,439,1901,13,7,4,116,-32.9735038288227,0,305,1,3865,29,6,3,4294,1631,192,321.382269368841,2,3,689,177,231,0,0,11,27,178,72,17,216,88,1,5,1,0,8,10,10,10,0,114,868,62,30,405,73,1943,26,30,2,2,51,0.866666666666667,2,9,7,7,1,0,0,0,1,0,1,0,39;39;18;23;41;20;42;40;20;35;45;19;25;28;39;51;33;25;27;37;22;49;35;49;23;49,52;35,40;25,873,87,65,42,43,1,0,0.976744186046512,2,3,0,1,40;25;33
2007,DAL,REG,16,342,531,4290,36,19,26,-187,7,1,4378,1734,217,137.298599632984,4.9312479326538,0,417,1743,14,2,1,86,-16.2938630388212,0,342,0,4290,36,4,2,4378,1734,217,362.298244906155,0,1,686,66,242,0,0,20,46,319,82,19,331,85,2,2,0,68,14,15,10,10,1,104,813,53,26,227,61,1358,26,31,4,1,53,0.838709677419355,0,10,7,7,2,0,0,1,0,0,3,0,31;26;28;47;30;44;47;29;37;53;38;23;45;22;44;46;27;26;51;25;33;23;42;23;37;30,50;51;50;28,23,907,179,23,53,53,0,0,1,1,1,0,0,53
2007,DEN,REG,16,326,515,3759,21,15,32,-175,5,3,4147,1662,187,41.2495136037659,1.69543637931347,0,429,1957,10,12,4,105,-23.9977235188246,0,326,0,3759,21,6,4,4147,1655,187,284.735688198193,0,1,707,90,202,0,0,21,31,193,40,14,105,71,0,2,1,18,15,20,15,15,2,90,610,62,23,209,58,1293,27,31,4,0,50,0.870967741935484,0,11,6,9,1,0,0,0,0,3,1,0,21;48;42;23;20;23;35;22;30;49;45;21;44;50;21;39;23;22;29;44;37;37;41;47;23;43;30,50;43;45;48,,909,186,0,33,33,0,0,1,4,4,0,0,42;23;49;30
2007,DET,REG,16,368,588,4214,19,23,51,-337,9,3,5003,1700,206,-26.2859625270625,1.07529149130658,0,326,1288,13,14,7,81,-45.1481910193321,0,368,0,4214,19,6,2,5003,1649,206,294.921862054061,0,1,755,99,277,0,0,24,37,256,77,17,362,60,3,2,1,33,15,17,18,18,1,100,675,53,18,148,72,1628,29,35,4,2,53,0.828571428571429,1,4,10,11,3,0,0,1,1,2,0,0,46;46;23;30;37;49;39;34;42;32;26;52;20;43;53;38;42;47;41;45;52;37;19;36;46;20;47;35;38,48;46;29;35,39;52,1115,158,91,35,36,0,1,0.972222222222222,1,1,0,0,37
2007,GB,REG,16,383,578,4463,30,15,19,-127,5,1,4343,2258,210,122.036194791749,4.3221828212841,0,388,1597,13,7,3,80,-38.9984556237327,0,383,1,4463,30,9,4,4343,2252,210,324.732850775965,0,2,660,120,208,0,0,13,35,218,77,19,233,73,1,2,0,0,13,21,9,9,3,113,1009,49,48,496,62,1349,31,39,7,1,53,0.794871794871795,1,8,10,9,3,0,0,0,1,4,2,0,53;37;42;28;28;44;33;37;37;37;19;26;48;36;32;45;39;24;47;20;20;26;47;52;44;44;50;25;46;33;35,42;46;38;52;49;43;52,49,1134,322,49,48,48,0,0,1,1,1,0,0,42
2007,HOU,REG,16,346,529,3925,24,21,22,-174,9,5,4261,1494,192,40.5482441652124,3.58584713620916,1,417,1586,12,4,2,100,-18.6574827735958,2,346,1,3925,24,10,7,4261,1499,192,287.328788540476,1,4,650,204,228,0,0,18,31,196,49,11,75,80,0,2,0,21,7,10,14,14,3,82,629,58,33,287,74,1961,25,29,3,1,57,0.862068965517241,1,6,6,7,5,0,0,1,0,2,0,0,26;28;25;33;33;42;37;19;54;43;54;20;57;20;35;33;40;40;36;53;23;41;45;50;41,25;46;49,43,928,120,43,40,40,0,0,1,1,1,0,0,57
2007,IND,REG,16,355,551,4172,32,14,23,-139,5,1,4644,1687,212,143.299391561141,2.65922432385602,1,446,1706,19,1,0,120,7.43945465167998,1,355,0,4172,32,5,4,4644,1523,212,346.260937525658,1,1,640,221,253,0,0,19,27,154,52,22,355,64,1,1,2,0,9,9,15,15,1,67,515,38,25,280,53,1157,23,29,6,0,39,0.793103448275862,1,14,8,0,0,0,0,1,2,2,1,0,33;33;22;39;20;36;28;35;22;27;35;36;20;20;21;25;27;24;24;22;19;29;37,36;50;42;29;49;38,,634,244,0,49,51,0,2,0.96078431372549,1,1,0,0,24
2007,JAX,REG,16,288,469,3495,28,8,30,-164,5,3,4526,1320,180,102.904693713421,2.09428338508461,0,523,2388,18,4,3,130,16.7876406894113,1,288,0,3495,28,4,3,4526,1320,180,309.196483230749,0,1,684,86,150,0,0,14,36,239,66,20,237,66,2,5,0,0,4,5,8,8,1,76,594,54,32,324,49,1110,21,24,3,0,48,0.875,2,9,6,4,0,0,0,0,0,3,0,0,22;35;27;19;27;18;20;37;41;30;48;46;33;22;23;20;47;21;20;33;36,48;42;46,,625,136,0,46,48,1,1,0.958333333333333,0,0,0,0,
2007,KC,REG,16,335,563,3525,17,20,54,-344,9,6,4375,1542,171,-66.9544889185658,-0.856780478109916,0,384,1248,6,2,1,73,-65.4687584052769,1,335,0,3525,17,5,3,4375,1497,171,251.365503363744,0,0,698,136,178,0,0,13,37,252,59,14,142,71,0,3,1,0,7,8,8,8,1,101,697,61,41,302,67,1286,19,27,7,1,49,0.703703703703704,0,4,9,6,0,0,0,0,4,2,1,0,27;45;39;49;21;25;41;32;20;41;31;38;36;39;47;30;38;36;40,30;31;30;53;43;45;33,48,675,265,48,21,21,0,0,1,0,0,0,0,
