season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list
2006,DET,REG,16,372,596,4208,21,22,63,-388,8,7,5040,1698,208,-34.9385160928542,-0.0511991154206327,0,304,1129,9,8,6,58,-60.8632725731556,0,372,0,4208,21,5,4,5040,1698,208,301.49284493565,0,0,721,114,278,0,0,18,27,190,52,12,160,57,1,5,1,0,8,11,18,18,0,116,939,69,35,396,74,1648,29,33,4,0,53,0.878787878787879,1,12,6,7,3,0,0,0,0,1,3,0,44;37;40;29;20;53;43;29;25;28;19;36;25;33;32;52;29;38;49;26;53;45;42;42;23;33;25;26;23,52;40;56;52,,999,200,0,30,30,0,0,1,0,0,0,0,
2006,GB,REG,16,350,630,3947,18,18,24,-157,7,5,5488,1965,187,-15.8702363820692,-5.70343445351654,0,431,1662,9,5,4,97,-74.4773195477744,0,350,0,3947,18,7,2,5488,1936,187,297.749522219866,0,0,628,157,283,0,0,16,46,337,92,23,289,97,4,0,0,0,5,8,10,10,1,90,689,57,53,415,70,1379,26,35,7,2,54,0.742857142857143,0,11,6,8,1,0,0,0,2,3,2,0,24;36;24;23;54;46;27;32;42;34;42;49;20;24;29;34;34;23;44;21;24;38;44;44;25;46,53;54;45;44;40;34;32,28;38,883,302,66,31,32,1,0,0.96875,0,0,0,0,
2006,HOU,REG,16,329,481,3030,14,13,42,-251,9,5,2703,1633,158,-40.1346386962938,4.17515856750084,1,432,1685,13,10,3,114,-21.5468426125882,1,329,0,3030,14,5,2,2703,1633,158,201.729761203948,1,0,645,193,213,0,0,13,28,191,54,11,78,65,1,0,0,0,12,16,11,11,2,90,748,62,23,242,71,1609,19,25,6,0,49,0.76,1,4,3,11,0,0,0,0,2,2,2,0,34;43;32;19;48;43;21;27;41;25;28;47;42;47;39;49;46;42;48,38;42;32;52;59;41,,721,264,0,26,27,0,1,0.962962962962963,1,1,0,0,48
2006,IND,REG,16,362,557,4397,31,9,15,-89,2,1,5332,1407,242,180.306155424049,5.05296549373056,1,439,1762,17,4,4,114,-15.9958193248624,0,362,0,4397,31,4,3,5332,1407,242,378.21244273689,1,1,604,264,292,0,0,20,24,150,52,15,157,62,0,1,0,0,1,2,11,11,1,86,718,58,23,207,58,1368,26,29,3,0,48,0.896551724137931,1,4,12,9,0,0,0,0,1,1,1,0,26;32;48;32;39;43;38;20;30;19;47;42;30;48;37;23;31;31;44;20;41;30;44;33;46;34,37;46;53,,908,136,0,47,48,0,1,0.979166666666667,1,1,0,0,37
2006,JAX,REG,16,267,447,3059,17,14,31,-187,2,1,3836,1424,147,-11.8938019622487,0.393507328928267,0,511,2551,23,9,3,138,32.1897222734542,0,267,0,3059,17,3,3,3836,1424,147,221.404368403374,0,1,683,61,155,0,0,8,35,200,59,20,280,86,1,3,0,3,7,9,4,4,0,97,810,58,45,361,49,1136,26,32,6,0,48,0.8125,0,5,7,14,0,0,0,1,0,4,1,0,35;31;32;42;46;43;41;43;40;40;27;47;21;39;44;39;24;23;48;27;48;48;34;46;43;33,49;24;49;42;48;53,,984,265,0,41,41,0,0,1,0,0,0,0,
2006,KC,REG,16,272,450,3243,18,12,41,-243,8,6,3693,1320,184,14.686247987437,-2.02275386536456,1,513,2143,17,9,4,112,-27.19671096964,0,272,0,3243,18,2,1,3693,1314,184,275.067878950651,1,2,727,112,150,0,0,22,31,190,53,15,124,64,0,3,0,0,10,15,15,16,0,76,577,46,33,264,64,1404,24,31,7,0,53,0.774193548387097,1,10,4,7,2,0,0,0,2,3,2,0,29;29;45;22;49;45;40;19;53;38;32;42;27;37;24;34;29;21;49;45;52;24;29;28,51;42;50;48;35;32;44,,842,302,0,35,36,1,0,0.972222222222222,1,1,0,0,53
2006,LA,REG,16,371,592,4328,24,8,49,-366,3,2,5359,1618,213,56.3789291752173,1.5086398807382,1,424,1805,13,6,3,100,-21.5999677245328,0,371,0,4328,24,5,3,5359,1618,213,319.624015713688,1,0,740,83,91,0,0,18,33,206,62,17,164,63,1,3,0,0,8,11,15,15,1,116,960,65,30,234,65,1383,32,37,5,0,53,0.864864864864865,1,11,6,11,3,0,0,0,0,5,0,0,26;38;29;51;48;24;49;40;26;47;21;42;19;46;47;31;26;20;34;41;40;42;35;24;51;27;37;24;34;21;42;53,44;46;47;48;41,,1135,226,0,35,35,0,0,1,0,0,0,0,
2006,LAC,REG,16,287,466,3411,24,9,29,-154,3,2,4147,1310,170,83.2210981749195,1.82411458501196,1,522,2582,32,8,1,145,51.5883580155991,0,287,0,3411,24,2,1,4147,1310,170,298.283377631873,1,0,575,234,290,0,0,17,60,347,74,16,140,103,0,3,0,0,11,16,12,12,3,90,790,61,45,382,55,1359,26,29,3,0,54,0.896551724137931,0,7,11,7,1,0,0,0,1,2,0,0,47;29;28;31;35;44;34;54;28;33;22;24;44;39;31;31;29;42;34;35;30;22;46;40;47;35,40;47;36,,914,123,0,58,58,0,0,1,0,0,0,0,
2006,LV,REG,16,263,483,2850,7,24,72,-430,7,7,4384,972,144,-147.748840810983,-5.01537728253927,0,394,1519,5,16,8,87,-82.1262491619091,0,263,0,2850,7,7,6,4384,948,144,198.927283141461,0,0,707,143,183,0,0,9,34,218,47,18,206,66,2,2,1,0,9,18,5,5,2,111,847,76,35,216,73,1811,18,25,7,0,55,0.72,1,2,9,3,3,0,0,1,2,0,4,0,34;51;33;36;47;31;35;19;41;55;20;41;36;33;25;37;53;35,54;51;36;53;37;29;51,,662,311,0,16,16,0,0,1,0,0,0,0,
2006,MIA,REG,16,342,591,3577,16,19,39,-283,5,0,4834,1558,180,-64.9795123194324,-1.78304864810063,2,404,1663,7,9,5,87,-59.4179845713476,0,342,0,3577,16,1,0,4834,1532,180,268.287038001228,2,0,590,142,366,0,0,26,47,268,60,8,116,85,2,3,0,0,11,13,19,19,1,90,789,53,41,378,52,1102,26,36,8,2,52,0.722222222222222,0,10,6,9,1,0,0,0,1,2,5,0,26;40;39;52;29;22;40;21;32;40;45;20;40;22;44;42;28;42;35;33;25;28;38;42;27;34,55;30;50;51;52;50;44;42,40;37,886,374,77,22,22,0,0,1,0,0,0,0,
2006,MIN,REG,16,332,540,3402,13,20,41,-279,9,3,4151,1722,162,-105.739433915903,0.606294533898737,0,444,1822,12,8,6,90,-41.5817582223748,0,332,0,3402,13,7,2,4151,1717,162,220.384040982511,0,1,654,86,200,0,0,14,29,190,53,21,233,71,3,5,0,1,16,18,15,15,3,123,903,66,37,374,66,1492,21,25,3,1,49,0.84,2,7,8,4,0,0,0,0,0,2,1,0,46;31;26;22;19;31;26;41;37;49;26;20;33;21;34;35;19;40;23;30;30,54;46;49,51,639,149,51,27,28,0,1,0.964285714285714,1,1,0,0,19
2006,NE,REG,16,327,528,3594,25,12,29,-190,12,4,4207,1721,181,73.1770057759626,0.878772339195879,2,498,1967,20,6,5,126,-18.3576211845516,0,327,0,3594,25,6,4,4207,1712,181,284.404748773624,2,1,490,266,330,0,0,13,43,280,97,22,262,70,0,2,1,0,11,12,12,12,0,98,940,54,36,422,58,1553,20,26,4,2,52,0.769230769230769,0,10,7,2,1,0,0,0,2,2,0,0,32;20;24;35;31;23;49;26;31;21;52;25;27;36;32;31;21;48;28;26,48;36;49;33,29;37,618,166,66,43,44,0,1,0.977272727272727,0,0,0,0,
2006,NO,REG,16,373,581,4632,27,13,23,-123,7,3,4046,2181,208,109.085274871089,1.89564882413201,2,471,1758,20,7,4,103,-33.8617671797,0,373,0,4632,27,4,3,4046,2153,208,369.711991869978,2,2,581,198,230,0,0,15,38,268,90,11,106,69,0,2,0,0,12,13,8,8,0,79,597,75,51,372,60,1377,23,26,3,0,51,0.884615384615385,1,9,7,5,1,0,0,0,1,1,1,0,43;25;21;20;45;47;37;51;20;31;21;39;31;46;20;24;25;19;33;41;32;26;38,43;32;51,,735,126,0,46,47,0,1,0.978723404255319,1,1,0,0,31
2006,NYG,REG,16,301,523,3244,24,18,25,-186,7,1,4356,1335,163,-10.3176582953263,-4.0320615032486,0,455,2156,14,7,3,129,-7.2803107112607,0,301,31,3244,24,4,3,4356,1304,163,239.019304919988,0,0,666,199,221,1,3,17,32,181,63,17,305,97,2,4,1,0,11,13,11,11,1,101,881,64,33,288,70,1416,23,27,4,0,47,0.851851851851852,0,7,10,6,0,0,0,0,1,2,1,0,35;46;24;34;32;40;21;39;31;32;31;46;40;40;23;22;32;29;47;23;24;34;31,40;47;33;52,,756,172,0,38,38,0,0,1,0,0,0,0,
2006,NYJ,REG,16,313,488,3352,17,16,33,-199,6,5,3687,1412,161,13.9884664526273,2.64355974785728,0,492,1739,15,5,1,103,-48.8226147078127,0,313,0,3352,17,3,1,3687,1387,161,254.830573846458,0,2,534,309,359,0,0,12,35,230,53,16,56,60,0,3,0,30,12,15,9,9,1,70,560,57,29,243,60,1445,24,27,3,0,54,0.888888888888889,1,7,10,4,2,0,0,0,2,0,1,0,18;42;33;33;33;27;47;34;23;34;54;40;24;30;38;25;52;45;20;22;30;35;22;35,34;30;52,,796,116,0,34,35,1,0,0.971428571428571,1,1,0,0,30
2006,PHI,REG,16,323,544,4274,30,9,28,-190,6,4,4685,2133,189,63.4309102961016,-0.98596996889857,1,416,1984,13,6,3,112,-7.79000494423319,0,323,36,4274,30,6,4,4685,2044,189,311.571318177806,1,0,725,117,277,0,0,19,40,300,68,19,428,124,4,3,0,0,12,18,10,10,2,111,968,76,36,339,58,1204,18,23,5,0,47,0.782608695652174,0,9,3,6,0,0,0,1,2,2,0,0,42;37;21;40;27;47;25;28;37;25;42;38;28;25;25;45;21;41,49;39;36;48;23,,594,195,0,48,48,0,0,1,0,0,0,0,
2006,PIT,REG,16,312,523,4026,23,23,49,-293,3,1,4922,1703,201,34.553723520996,1.28092034134321,0,469,1989,16,12,7,104,-41.6670941336431,0,312,0,4026,23,4,3,4922,1703,201,327.988317290389,0,1,601,181,291,0,0,12,38,222,56,20,272,84,2,5,0,2,13,15,9,9,0,69,611,55,34,285,55,1214,20,27,5,2,50,0.740740740740741,1,6,8,4,1,0,0,1,2,2,0,0,37;36;39;44;32;28;29;39;46;29;32;43;50;39;23;28;19;45;26;35,44;28;40;35;32,48;35,699,179,83,41,41,0,0,1,0,0,0,0,
2006,SEA,REG,16,292,512,3369,26,22,48,-312,5,5,5044,1077,167,-33.6058279964974,-1.94922711708353,1,485,1920,8,9,4,116,-50.3201565341005,0,292,0,3369,26,5,3,5044,1072,167,273.628078705518,1,1,640,207,233,0,0,18,41,282,61,12,124,79,1,2,0,0,8,10,14,14,1,95,700,54,49,424,69,1548,25,31,3,3,54,0.806451612903226,0,10,5,7,3,0,0,0,1,1,1,0,20;51;42;23;24;49;49;54;42;26;20;25;20;38;45;41;37;28;44;23;50;33;35;30;23,34;40;53,41;53;30,872,127,124,36,36,0,0,1,4,4,0,0,42;54;38;50
2006,SF,REG,16,259,445,2901,16,15,37,-209,7,2,3493,1410,132,-36.7938286186128,-1.02136473169007,0,436,2179,12,9,9,101,-32.4543180222348,0,259,0,2901,16,4,3,3493,1410,132,206.012124726689,0,0,723,110,236,0,0,17,34,246,58,14,178,65,1,4,1,0,6,6,13,13,1,93,818,69,28,237,80,1908,29,35,5,1,51,0.828571428571429,2,11,8,7,1,0,0,1,1,2,1,0,22;44;32;20;48;19;39;42;23;25;30;51;28;23;23;47;39;18;24;29;24;36;39;49;32;46;29;46;36,34;46;51;49;27,30,963,207,30,29,29,0,0,1,1,1,0,0,36
2006,TB,REG,16,296,535,2994,14,18,33,-196,8,4,3541,1355,133,-119.522550663643,-5.00837299525131,0,404,1523,6,10,6,87,-51.256576566657,0,296,0,2994,14,5,3,3541,1355,133,185.748403154761,0,0,633,236,266,0,0,19,26,171,68,11,226,66,3,3,0,0,11,13,9,9,0,87,732,69,54,353,61,1307,17,22,5,0,62,0.772727272727273,0,8,3,5,0,1,0,0,0,4,1,0,22;28;30;44;62;43;28;26;31;46;27;42;24;45;23;24;37,45;43;43;51;44,,582,226,0,22,23,0,1,0.956521739130435,1,1,0,0,62
2006,TEN,REG,16,226,446,2748,13,19,30,-153,5,1,4301,1055,133,-70.4626929484765,-5.34896596767116,1,468,2215,15,11,3,114,-9.77617446331945,2,226,0,2748,13,4,3,4301,1051,133,187.775047868976,1,3,619,246,332,0,0,10,26,157,54,17,282,78,2,5,2,0,19,22,11,12,3,93,788,65,37,467,79,1835,22,28,5,1,60,0.785714285714286,0,10,7,4,0,1,0,1,0,3,1,0,22;33;39;22;47;32;26;30;21;36;49;25;60;41;33;27;42;20;30;25;27;27,51;41;48;44;23,43,714,207,43,32,32,0,0,1,2,3,0,1,43;49;60
2006,WAS,REG,16,274,471,3174,19,10,20,-152,1,0,3916,1543,151,11.6520147984389,-2.90096171660608,2,489,2221,13,12,4,129,-8.80693822652675,0,274,0,3174,19,5,3,3916,1538,151,241.187131901037,2,2,629,207,241,0,0,13,20,96,43,6,25,82,0,2,1,45,8,12,6,6,0,106,951,64,39,342,73,1631,22,30,8,0,52,0.733333333333333,0,5,10,6,1,0,0,0,2,5,1,0,27;27;22;39;46;44;37;37;39;28;47;32;45;42;31;45;32;35;37;37;22;52,48;42;49;35;49;48;37;50,,803,358,0,31,31,0,0,1,1,1,0,0,47
